symbol	Gcn1_SCR_0pt5mM_A	Gcn1_SCR_0pt5mM_B	Gcn1_SCR_4mM_A	Gcn1_SCR_4mM_B
ENSMUSG00000051007.15|Gatd1	372	400	373	467
ENSMUSG00000051022.7|Hs3st1	1462	1474	2397	2593
ENSMUSG00000051029.8|Serpinb1b	37	36	33	32
ENSMUSG00000051034.7|Zfp11	94	101	87	109
ENSMUSG00000051037.15|Zfp455	48	46	50	61
ENSMUSG00000051076.8|Vtcn1	96	113	100	97
ENSMUSG00000051098.6|Mblac2	95	107	125	131
ENSMUSG00000051124.6|Gimap9	37	62	59	57
ENSMUSG00000051146.2|Camk2n2	89	104	85	116
ENSMUSG00000051147.10|Nat2	46	70	49	46
ENSMUSG00000051149.15|Adnp	2397	2761	1716	2244
ENSMUSG00000051154.11|Commd3	1061	1316	1186	1227
ENSMUSG00000051166.10|Eml5	223	283	370	369
ENSMUSG00000051169.14|Rpusd3	198	224	220	214
ENSMUSG00000051177.16|Plcb1	416	441	715	768
ENSMUSG00000051184.7|Zfp524	114	104	138	120
ENSMUSG00000051185.9|Fam174a	196	235	200	235
ENSMUSG00000051220.2|Ercc6l	433	518	358	400
ENSMUSG00000051223.14|Bzw1	11649	13238	10785	11705
ENSMUSG00000051224.13|Tceanc	146	174	208	225
ENSMUSG00000051232.13|Tmem199	1117	1197	976	1189
ENSMUSG00000051234.6|Rnf7	1633	1699	1728	1865
ENSMUSG00000051235.10|Gen1	543	676	529	577
ENSMUSG00000051236.13|Msrb3	83	84	94	131
ENSMUSG00000051238.6|Swsap1	179	170	218	233
ENSMUSG00000051243.14|Islr2	140	148	224	259
ENSMUSG00000051255.6|Gm6563	300	353	347	350
ENSMUSG00000051256.10|Jagn1	1957	2308	2950	3514
ENSMUSG00000051278.12|Zgrf1	359	480	278	306
ENSMUSG00000051285.17|Pcmtd1	929	1210	848	875
ENSMUSG00000051306.7|Usp42	593	608	640	768
ENSMUSG00000051316.8|Taf7	133	133	162	132
ENSMUSG00000051319.6|Mtln	190	238	295	323
ENSMUSG00000051329.13|Nup160	2671	2980	2494	2967
ENSMUSG00000051335.6|Gfod1	374	425	384	434
ENSMUSG00000051339.10|2900026A02Rik	935	895	901	952
ENSMUSG00000051341.6|Zfp52	301	350	334	337
ENSMUSG00000051343.11|Rab11fip5	781	792	506	639
ENSMUSG00000051344.13|Plekhm3	437	455	476	494
ENSMUSG00000051346.9|Spryd4	265	282	326	406
ENSMUSG00000051351.14|Zfp46	367	410	299	306
ENSMUSG00000051355.18|Commd1	475	582	668	635
ENSMUSG00000051359.15|Ncald	97	133	140	120
ENSMUSG00000051367.8|Six1	50	47	53	67
ENSMUSG00000051375.15|Pcdh1	3157	3219	2970	3418
ENSMUSG00000051378.10|Kif18b	602	641	682	751
ENSMUSG00000051379.12|Flrt3	1034	1291	1095	1465
ENSMUSG00000051390.10|Zbtb22	720	744	927	1014
ENSMUSG00000051391.9|Ywhag	9507	10333	9278	10499
ENSMUSG00000051396.15|Gm45902	259	340	284	332
ENSMUSG00000051403.9|Ppp1r37	734	810	794	903
ENSMUSG00000051413.17|Plagl2	1190	1240	978	1138
ENSMUSG00000051427.14|Ccdc157	210	204	184	183
ENSMUSG00000051439.7|Cd14	2790	2754	5091	5469
ENSMUSG00000051444.9|Bbs12	241	292	162	173
ENSMUSG00000051451.6|Crebzf	778	1159	1210	1280
ENSMUSG00000051457.7|Spn	420	370	524	619
ENSMUSG00000051469.14|Zfp24	1520	1714	1831	1979
ENSMUSG00000051483.9|Cbr1	106	103	127	127
ENSMUSG00000051495.7|Irf2bp2	3671	4301	4660	5343
ENSMUSG00000051499.7|Zfp786	52	49	56	57
ENSMUSG00000051502.6|Ufsp1	83	84	105	97
ENSMUSG00000051510.13|Mafg	3562	3885	3922	4351
ENSMUSG00000051517.14|Arhgef39	153	127	202	257
ENSMUSG00000051518.8|Rps19bp1	840	966	879	916
ENSMUSG00000051548.4|Gm6365	17	16	27	34
ENSMUSG00000051550.10|Zfp579	133	216	119	158
ENSMUSG00000051557.15|Pusl1	229	286	262	364
ENSMUSG00000051586.16|Mical3	1152	1107	1031	1184
ENSMUSG00000051606.5|2010001K21Rik	26	42	59	68
ENSMUSG00000051615.14|Rap2a	337	379	441	463
ENSMUSG00000051639.3|Gm5812	56	58	35	55
ENSMUSG00000051650.11|B3gnt2	651	693	545	782
ENSMUSG00000051669.6|AU021092	59	65	90	67
ENSMUSG00000051671.7|Coa6	195	332	187	209
ENSMUSG00000051674.15|Dcun1d4	1175	1368	898	1021
ENSMUSG00000051675.13|Trim32	759	867	703	795
ENSMUSG00000051695.6|Pcbp1	7344	9790	9020	9937
ENSMUSG00000051703.14|Tmem198	10	15	33	36
ENSMUSG00000051705.13|Senp8	276	360	297	280
ENSMUSG00000051721.6|Wdcp	289	273	191	221
ENSMUSG00000051730.15|Mettl5	313	333	373	355
ENSMUSG00000051735.7|Rinl	12	21	31	28
ENSMUSG00000051736.8|Fam229b	74	81	89	101
ENSMUSG00000051768.9|Xrcc1	621	684	516	580
ENSMUSG00000051786.15|Tubgcp6	967	1005	797	996
ENSMUSG00000051790.15|Nlgn2	1263	1293	886	1048
ENSMUSG00000051853.10|Arf3	5046	5164	4030	4781
ENSMUSG00000051864.10|Tbc1d22a	737	738	855	947
ENSMUSG00000051890.13|Klhdc1	249	284	310	310
ENSMUSG00000051934.5|Spats2	1452	1618	1383	1501
ENSMUSG00000051950.10|B3glct	410	481	421	523
ENSMUSG00000051977.16|Prdm9	193	182	279	320
ENSMUSG00000051978.9|Erich1	172	238	161	145
ENSMUSG00000051984.13|Sec31b	7	27	30	28
ENSMUSG00000051989.11|Smim11	593	621	534	588
ENSMUSG00000052031.8|Tagap1	1777	2021	1482	1791
ENSMUSG00000052033.13|Pfdn4	1940	2193	1881	1917
ENSMUSG00000052040.10|Klf13	1393	1414	1274	1522
ENSMUSG00000052056.14|Zfp217	2282	2379	1956	2151
ENSMUSG00000052062.14|Pard3b	731	859	1065	1195
ENSMUSG00000052085.7|Dock8	39	46	75	44
ENSMUSG00000052102.15|Gnpda1	1488	1627	1283	1569
ENSMUSG00000052105.17|Mtcl1	4872	5141	6117	6722
ENSMUSG00000052125.16|F730043M19Rik	293	355	158	148
ENSMUSG00000052131.7|Akr1b7	231	217	390	453
ENSMUSG00000052137.11|Rbm12b2	688	738	619	613
ENSMUSG00000052139.18|Babam2	1113	1125	1748	2097
ENSMUSG00000052144.8|Ppp4r2	8980	10173	9890	10965
ENSMUSG00000052146.16|Rps10	18150	20452	17475	19071
ENSMUSG00000052151.12|Plpp2	1937	2073	2012	2297
ENSMUSG00000052155.5|Acvr2a	1089	1231	1408	1696
ENSMUSG00000052180.15|Serpinb6c	95	153	46	55
ENSMUSG00000052214.9|Opa3	1314	1364	1404	1769
ENSMUSG00000052253.6|Zfp622	1459	1742	1433	1644
ENSMUSG00000052271.7|Bhlha15	29	19	68	86
ENSMUSG00000052293.14|Taf9	79	77	79	93
ENSMUSG00000052296.7|Ppp6r1	1885	1959	1984	2217
ENSMUSG00000052298.12|Cdc42se2	6391	7322	6563	7321
ENSMUSG00000052299.9|Ltn1	3169	3504	3153	3624
ENSMUSG00000052302.6|Tbc1d30	32	44	56	57
ENSMUSG00000052310.9|Slc39a1	3360	3467	3755	4249
ENSMUSG00000052331.14|Ankrd44	411	512	630	775
ENSMUSG00000052337.15|Immt	5483	6327	6390	7047
ENSMUSG00000052353.13|Cemip	103	91	80	82
ENSMUSG00000052364.4|B630019K06Rik	29	33	21	26
ENSMUSG00000052369.8|Tmem106c	775	909	772	867
ENSMUSG00000052392.5|Acot4	52	62	47	39
ENSMUSG00000052395.17|Rft1	429	468	460	513
ENSMUSG00000052396.7|Mogat2	83	62	105	111
ENSMUSG00000052397.8|Ezr	22651	26392	23029	26841
ENSMUSG00000052406.14|Rexo4	1115	1189	1050	1193
ENSMUSG00000052407.17|Ccdc171	56	67	80	67
ENSMUSG00000052415.5|Tchh	23	34	43	56
ENSMUSG00000052419.7|2610001J05Rik	1400	1557	1484	1578
ENSMUSG00000052423.14|B4galt3	1555	1648	1569	1828
ENSMUSG00000052428.10|Tmco1	2462	2903	2288	2682
ENSMUSG00000052446.17|Zfp961	458	481	462	484
ENSMUSG00000052456.9|Asna1	2211	2209	1849	2284
ENSMUSG00000052459.13|Atp6v1a	4216	4804	3601	4124
ENSMUSG00000052485.7|Tmem171	789	784	595	673
ENSMUSG00000052488.7|Cherp	1609	1755	1533	1849
ENSMUSG00000052512.17|Nav2	330	287	717	815
ENSMUSG00000052516.19|Robo2	104	94	222	238
ENSMUSG00000052533.14|Nup188	2983	3146	2799	3259
ENSMUSG00000052534.15|Pbx1	3032	3636	3341	3716
ENSMUSG00000052539.15|Magi3	2584	3020	3513	3820
ENSMUSG00000052557.11|Gan	1236	1299	1198	1337
ENSMUSG00000052560.15|Cpne8	996	1244	1162	1222
ENSMUSG00000052563.13|D930048N14Rik	231	237	174	185
ENSMUSG00000052565.7|Hist1h1d	30	33	137	141
ENSMUSG00000052566.8|Hook2	1339	1467	1215	1334
ENSMUSG00000052584.10|Serp2	224	258	273	348
ENSMUSG00000052593.16|Adam17	1874	2065	2155	2531
ENSMUSG00000052605.12|Isoc2b	89	79	108	113
ENSMUSG00000052609.9|Plekhg3	3590	3734	3535	3851
ENSMUSG00000052613.16|Pcdh15	35	34	46	36
ENSMUSG00000052631.15|Sh2d6	46	37	40	59
ENSMUSG00000052632.16|Asap2	2254	2531	1845	2085
ENSMUSG00000052656.12|Rnf103	892	1055	1307	1499
ENSMUSG00000052675.11|Zfp112	49	53	43	64
ENSMUSG00000052676.16|Zmat1	99	134	118	117
ENSMUSG00000052681.8|Rap1b	4288	4992	4942	5454
ENSMUSG00000052684.4|Jun	505	715	663	747
ENSMUSG00000052688.12|Rab7b	145	175	60	76
ENSMUSG00000052698.15|Tln2	521	553	722	845
ENSMUSG00000052707.8|Tnrc6a	2147	2387	2046	2310
ENSMUSG00000052712.17|BC004004	1781	1983	1911	2112
ENSMUSG00000052713.9|Zfp608	1091	1163	1240	1394
ENSMUSG00000052727.6|Map1b	8309	9253	8866	10094
ENSMUSG00000052738.14|Suclg1	1733	1985	2052	2174
ENSMUSG00000052748.14|Swt1	490	634	518	521
ENSMUSG00000052751.16|Repin1	406	530	354	451
ENSMUSG00000052752.15|Traf7	3299	3519	2356	2873
ENSMUSG00000052763.7|Zfp212	530	622	613	664
ENSMUSG00000052776.10|Oas1a	77	94	176	165
ENSMUSG00000052794.13|1700030K09Rik	353	326	358	374
ENSMUSG00000052798.13|Nup107	1483	1726	1445	1655
ENSMUSG00000052812.5|Atad2b	966	1134	1318	1403
ENSMUSG00000052825.6|Gm9892	200	219	247	216
ENSMUSG00000052833.9|Sae1	3870	4163	3470	3987
ENSMUSG00000052837.6|Junb	4007	6219	4520	4624
ENSMUSG00000052906.7|Ubxn8	370	429	411	452
ENSMUSG00000052911.9|Lamb2	2534	2650	2449	2862
ENSMUSG00000052912.7|Smarca5-ps	69	118	54	64
ENSMUSG00000052915.14|Msl1	1770	2181	1560	1754
ENSMUSG00000052917.15|Senp7	1048	1250	1358	1411
ENSMUSG00000052926.16|Rnaseh2a	1103	1074	862	1016
ENSMUSG00000052928.9|Ctif	267	315	347	356
ENSMUSG00000052934.14|Fbxo31	495	554	461	526
ENSMUSG00000052942.13|Glis3	1875	1876	2909	2890
ENSMUSG00000052949.14|Rnf157	560	576	567	612
ENSMUSG00000052955.5|Cpvl	123	130	73	100
ENSMUSG00000052957.8|Gas1	43	60	107	126
ENSMUSG00000052962.3|Mrpl35	741	879	789	841
ENSMUSG00000052981.6|Ube2ql1	14	27	42	46
ENSMUSG00000052997.15|Uba2	2584	2996	2549	2818
ENSMUSG00000053004.9|Hrh1	441	412	468	582
ENSMUSG00000053007.9|Creb5	353	375	418	475
ENSMUSG00000053012.17|Krcc1	3234	3945	4094	4126
ENSMUSG00000053038.8|Gm6180	129	208	152	133
ENSMUSG00000053040.13|Aph1c	50	65	70	80
ENSMUSG00000053054.13|Adh6a	30	47	30	50
ENSMUSG00000053062.16|Jam2	176	203	108	102
ENSMUSG00000053070.5|Cfap300	68	47	53	57
ENSMUSG00000053080.10|2700081O15Rik	366	465	448	535
ENSMUSG00000053091.16|Lins1	919	1026	991	1123
ENSMUSG00000053094.15|Tmem248	2164	2360	2356	2682
ENSMUSG00000053101.3|Gpr141	1056	1168	753	925
ENSMUSG00000053110.13|Yap1	3657	3993	3722	4075
ENSMUSG00000053113.3|Socs3	875	925	904	1045
ENSMUSG00000053119.11|Chmp3	3110	3535	3187	3500
ENSMUSG00000053128.15|Rnf26	753	775	734	923
ENSMUSG00000053134.13|Supt7l	439	531	511	526
ENSMUSG00000053137.7|Mapk11	911	958	1085	1169
ENSMUSG00000053141.16|Ptprt	158	188	274	331
ENSMUSG00000053158.10|Fes	610	563	607	639
ENSMUSG00000053173.12|Rpl18-ps2	207	227	239	262
ENSMUSG00000053175.17|Bcl3	1269	1290	1544	1723
ENSMUSG00000053178.5|Mterf1b	60	81	45	46
ENSMUSG00000053192.9|Mllt11	687	755	505	620
ENSMUSG00000053198.13|Prx	207	260	243	264
ENSMUSG00000053205.9|Styx	1253	1544	1215	1358
ENSMUSG00000053219.15|Raet1e	313	382	299	328
ENSMUSG00000053226.6|Dand5	97	87	83	106
ENSMUSG00000053253.16|Ndfip2	1426	1699	1745	1894
ENSMUSG00000053279.8|Aldh1a1	104	103	101	91
ENSMUSG00000053286.11|Trmt1l	657	747	655	604
ENSMUSG00000053289.8|Ddx10	1571	1912	1807	2098
ENSMUSG00000053291.15|Rab4b	239	285	265	303
ENSMUSG00000053293.9|Pom121	1989	2069	1957	2593
ENSMUSG00000053317.11|Sec61b	810	1055	1131	1344
ENSMUSG00000053329.7|D10Jhu81e	397	416	372	398
ENSMUSG00000053332.13|Gas5	8547	9006	9143	10295
ENSMUSG00000053333.15|Dis3l2	175	185	204	225
ENSMUSG00000053334.6|Ficd	154	194	169	186
ENSMUSG00000053347.15|Zfp943	472	603	615	623
ENSMUSG00000053390.16|Zfp952	305	382	321	311
ENSMUSG00000053398.11|Phgdh	25899	24481	21068	25923
ENSMUSG00000053411.16|Cbx7	1545	1599	2344	2627
ENSMUSG00000053436.15|Mapk14	2452	2664	2330	2916
ENSMUSG00000053453.9|Thoc7	792	960	862	898
ENSMUSG00000053460.8|Ggcx	663	708	837	964
ENSMUSG00000053470.13|Kdm3a	3871	4383	3790	4008
ENSMUSG00000053477.17|Tcf4	941	1010	1113	1169
ENSMUSG00000053483.13|Usp21	561	647	511	597
ENSMUSG00000053510.12|Nrd1	3358	3809	3870	4194
ENSMUSG00000053536.7|Cstf2t	1038	1157	1240	1380
ENSMUSG00000053553.11|3110082I17Rik	304	361	282	347
ENSMUSG00000053559.13|Smagp	570	522	619	712
ENSMUSG00000053560.4|Ier2	989	1338	1119	1225
ENSMUSG00000053565.10|Eif3k	3636	3547	3315	3897
ENSMUSG00000053574.4|4930563E22Rik	35	33	31	27
ENSMUSG00000053580.16|Tanc2	413	406	555	670
ENSMUSG00000053581.13|Zfand2a	1743	1825	1353	1678
ENSMUSG00000053600.8|Zfp472	204	245	235	229
ENSMUSG00000053604.5|Rpia	1000	1048	1168	1329
ENSMUSG00000053617.12|Sh3pxd2a	1999	2217	1953	2148
ENSMUSG00000053641.9|Dennd4a	1168	1291	1342	1420
ENSMUSG00000053644.13|Aldh7a1	1670	1818	1926	2123
ENSMUSG00000053646.13|Plxnb1	307	358	320	381
ENSMUSG00000053684.8|BC048403	355	397	402	447
ENSMUSG00000053687.15|Dpep2	55	53	53	27
ENSMUSG00000053702.16|Nebl	142	189	162	170
ENSMUSG00000053716.9|Dusp7	737	807	588	714
ENSMUSG00000053730.15|Tmem39b	268	280	337	427
ENSMUSG00000053740.8|Gm6457	19	20	38	34
ENSMUSG00000053746.8|Ptrh1	300	402	216	282
ENSMUSG00000053754.14|Chd8	2368	2631	2240	2509
ENSMUSG00000053768.13|Chchd3	2224	2449	2373	2514
ENSMUSG00000053769.5|Lysmd1	230	231	165	192
ENSMUSG00000053774.9|Ubxn7	2197	2618	2412	2440
ENSMUSG00000053797.10|Krt16	19	21	28	29
ENSMUSG00000053799.7|Exoc6	728	822	949	1130
ENSMUSG00000053801.18|Grwd1	1196	1195	1194	1355
ENSMUSG00000053819.16|Camk2d	2834	3503	2712	2969
ENSMUSG00000053835.17|H2-T24	13	10	26	32
ENSMUSG00000053838.14|Nudcd3	1094	1228	988	1154
ENSMUSG00000053841.15|Txlna	1557	1595	1710	1898
ENSMUSG00000053870.7|Fpgt	413	528	561	593
ENSMUSG00000053877.12|Srcap	1006	998	891	1112
ENSMUSG00000053886.4|Sh2d4a	1068	1076	1580	1552
ENSMUSG00000053897.15|Slc39a8	37	48	17	27
ENSMUSG00000053898.12|Ech1	1516	1471	1955	2144
ENSMUSG00000053907.10|Mat2a	8455	10170	8308	8968
ENSMUSG00000053916.4|Nanp	250	326	277	305
ENSMUSG00000053929.17|Cyhr1	2257	2311	1910	2163
ENSMUSG00000053931.11|Cnn3	4092	4761	3955	4173
ENSMUSG00000053950.10|Adnp2	1244	1414	1420	1572
ENSMUSG00000053964.17|Lgals4	6859	7447	9864	11008
ENSMUSG00000053965.10|Pde5a	627	698	881	929
ENSMUSG00000053985.10|Zfp14	31	42	25	24
ENSMUSG00000054008.9|Ndst1	2709	2877	2878	3449
ENSMUSG00000054013.6|Tmem179	60	76	80	122
ENSMUSG00000054021.6|Sirt5	219	249	242	263
ENSMUSG00000054027.8|Nt5dc3	1123	1314	1265	1527
ENSMUSG00000054051.7|Ercc6	712	893	810	1022
ENSMUSG00000054057.2|A930004D18Rik	141	197	121	148
ENSMUSG00000054065.12|Pkp3	171	186	223	220
ENSMUSG00000054074.9|Skida1	18	42	36	46
ENSMUSG00000054079.12|Utp18	1927	2309	2115	2268
ENSMUSG00000054091.9|1810037I17Rik	863	915	844	911
ENSMUSG00000054099.11|Slc25a40	398	531	471	519
ENSMUSG00000054115.11|Skp2	644	737	503	591
ENSMUSG00000054136.6|Adm2	462	496	942	1166
ENSMUSG00000054150.12|Syne3	305	282	418	512
ENSMUSG00000054161.12|Fam83e	122	135	246	221
ENSMUSG00000054199.17|Gon4l	1655	1645	1623	1790
ENSMUSG00000054200.7|Ffar4	282	363	430	436
ENSMUSG00000054203.7|Ifi205	104	112	77	85
ENSMUSG00000054226.13|Tprkb	1164	1364	1409	1485
ENSMUSG00000054237.6|Fra10ac1	349	420	426	493
ENSMUSG00000054252.18|Fgfr3	53	67	38	49
ENSMUSG00000054263.12|Lifr	487	630	522	673
ENSMUSG00000054277.8|Arfgap3	908	902	1188	1334
ENSMUSG00000054280.14|Prr14l	911	981	873	997
ENSMUSG00000054302.15|Eapp	494	618	633	689
ENSMUSG00000054309.9|Cpsf3	2546	2716	2732	2884
ENSMUSG00000054312.6|Mrps21	839	904	717	850
ENSMUSG00000054321.7|Taf4b	529	549	680	750
ENSMUSG00000054342.8|Kcnn4	2064	2219	2152	2549
ENSMUSG00000054364.5|Rhob	1400	1620	1075	1244
ENSMUSG00000054381.5|Zfp747	220	207	230	260
ENSMUSG00000054387.13|Mdm4	2974	3695	3921	4166
ENSMUSG00000054400.16|Cklf	238	246	242	296
ENSMUSG00000054404.13|Slfn5	14	20	26	32
ENSMUSG00000054405.14|Dnajc8	2305	2510	2340	2733
ENSMUSG00000054408.9|Spcs3	2393	2853	2802	3192
ENSMUSG00000054414.4|Slc30a7	1334	1393	1506	1751
ENSMUSG00000054423.14|Cadps	32	35	17	20
ENSMUSG00000054426.11|A930005H10Rik	93	99	147	127
ENSMUSG00000054428.12|Atpif1	2543	2761	3013	3317
ENSMUSG00000054434.14|Tmem120b	148	177	170	207
ENSMUSG00000054452.10|Aes	4287	4542	3833	4364
ENSMUSG00000054453.11|Sytl5	208	187	209	247
ENSMUSG00000054455.4|Vapb	4124	4848	3983	4236
ENSMUSG00000054469.14|Lclat1	714	832	696	789
ENSMUSG00000054474.15|Thnsl2	34	28	42	47
ENSMUSG00000054484.14|Tmem62	397	472	498	639
ENSMUSG00000054499.9|Dedd2	302	331	242	264
ENSMUSG00000054509.7|Parp4	1188	1423	1516	1556
ENSMUSG00000054517.9|Trim65	165	215	232	236
ENSMUSG00000054519.8|Zfp867	438	474	481	486
ENSMUSG00000054520.15|Sh3bp2	527	493	406	505
ENSMUSG00000054545.17|Ugt1a6a	1348	1658	1655	1691
ENSMUSG00000054568.7|Usp17la	152	165	138	146
ENSMUSG00000054580.14|Pla2r1	104	116	172	170
ENSMUSG00000054604.7|Cggbp1	4727	5462	4979	5245
ENSMUSG00000054611.17|Kdm2a	3378	3550	3300	3781
ENSMUSG00000054619.7|Mettl7a1	646	743	556	649
ENSMUSG00000054630.7|Ugt2b5	22	21	25	36
ENSMUSG00000054648.7|Zfp869	438	480	519	532
ENSMUSG00000054662.8|Ano9	122	173	137	122
ENSMUSG00000054676.15|1600014C10Rik	530	605	509	539
ENSMUSG00000054693.14|Adam10	4611	5582	5680	6518
ENSMUSG00000054702.14|Ap1s3	248	308	299	335
ENSMUSG00000054708.17|Ankrd24	181	201	190	206
ENSMUSG00000054715.11|Zscan22	205	216	169	169
ENSMUSG00000054716.4|Zfp771	32	44	23	31
ENSMUSG00000054717.7|Hmgb2	6977	7877	8464	9433
ENSMUSG00000054720.12|Lrrc8c	949	1183	1298	1458
ENSMUSG00000054723.6|Vmac	180	176	183	199
ENSMUSG00000054733.9|Msra	135	134	191	213
ENSMUSG00000054752.16|Fsd1l	366	482	455	497
ENSMUSG00000054766.13|Set	15897	19297	17335	19857
ENSMUSG00000054770.16|Kctd18	216	250	244	321
ENSMUSG00000054792.15|Klhl18	345	338	323	387
ENSMUSG00000054793.8|Cadm4	121	115	97	139
ENSMUSG00000054808.15|Actn4	8625	9089	7816	9196
ENSMUSG00000054814.14|Usp46	1875	2035	1953	2216
ENSMUSG00000054823.16|Nsd3	2778	3065	2555	2836
ENSMUSG00000054836.12|Elp6	237	258	238	275
ENSMUSG00000054843.9|Atrnl1	491	608	596	666
ENSMUSG00000054855.13|Rnd1	1152	1126	1144	1210
ENSMUSG00000054871.5|Tmem158	290	360	302	288
ENSMUSG00000054874.12|Pcnx3	1518	1574	1453	1740
ENSMUSG00000054889.10|Dsp	1265	1367	1520	1669
ENSMUSG00000054893.15|Zfp667	31	52	26	32
ENSMUSG00000054894.6|Atp5s	233	295	253	251
ENSMUSG00000054920.12|Klhl5	700	716	650	677
ENSMUSG00000054932.6|Afp	982	1122	1074	1114
ENSMUSG00000054939.6|Zfp174	71	75	76	67
ENSMUSG00000054942.13|Miga1	308	318	316	382
ENSMUSG00000054945.3|Gm9958	22	40	27	31
ENSMUSG00000054951.3|9130008F23Rik	580	647	736	793
ENSMUSG00000054958.6|Nt5c1a	51	65	46	50
ENSMUSG00000054967.7|Zfp647	123	147	145	167
ENSMUSG00000055013.15|Agap1	3066	3248	3351	3721
ENSMUSG00000055024.12|Ep300	3949	4120	4012	4495
ENSMUSG00000055041.8|Commd5	257	258	248	227
ENSMUSG00000055044.12|Pdlim1	1366	1467	1970	2179
ENSMUSG00000055053.18|Nfic	1159	1357	1024	1136
ENSMUSG00000055065.7|Ddx17	11827	13865	11726	12792
ENSMUSG00000055067.15|Smyd3	419	444	491	570
ENSMUSG00000055093.10|Gm8430	624	623	636	547
ENSMUSG00000055114.8|Anxa13	3675	4021	5340	5287
ENSMUSG00000055116.8|Arntl	1241	1322	1391	1510
ENSMUSG00000055128.15|Cgrrf1	398	401	368	423
ENSMUSG00000055134.5|9130017K11Rik	63	69	67	78
ENSMUSG00000055137.7|Sugct	43	35	48	46
ENSMUSG00000055148.7|Klf2	154	171	48	53
ENSMUSG00000055172.10|C1ra	867	862	817	941
ENSMUSG00000055184.4|Fam72a	131	164	146	148
ENSMUSG00000055200.7|Sertad3	85	94	70	90
ENSMUSG00000055204.15|Ankrd17	5885	6460	6421	6764
ENSMUSG00000055239.10|Kcmf1	3898	4270	3774	4292
ENSMUSG00000055240.17|Zfp101	633	800	523	539
ENSMUSG00000055296.14|Tmem245	1848	2113	1569	1791
ENSMUSG00000055301.8|Adh7	3058	3454	4004	4610
ENSMUSG00000055302.5|Mrfap1	3976	4646	3942	4265
ENSMUSG00000055305.15|Zfp93	230	252	207	240
ENSMUSG00000055313.14|Pgbd1	50	67	78	97
ENSMUSG00000055319.8|Sec23ip	1733	1922	1825	2016
ENSMUSG00000055320.17|Tead1	4929	5325	5171	5555
ENSMUSG00000055322.15|Tns1	188	181	182	191
ENSMUSG00000055333.14|Fat2	261	283	170	200
ENSMUSG00000055334.4|Snupn	204	267	223	243
ENSMUSG00000055360.13|Prl2c5	34	49	92	99
ENSMUSG00000055371.17|Stam2	2154	2392	2008	2225
ENSMUSG00000055401.14|Fbxo6	335	328	360	447
ENSMUSG00000055407.14|Map6	176	226	174	233
ENSMUSG00000055421.8|Pcdh9	79	100	69	62
ENSMUSG00000055435.6|Maf	161	252	242	298
ENSMUSG00000055436.18|Srsf11	3572	4633	4470	4766
ENSMUSG00000055447.19|Cd47	8085	9081	10589	11584
ENSMUSG00000055452.6|Gm7353	66	59	55	60
ENSMUSG00000055480.7|Zfp458	66	99	78	88
ENSMUSG00000055485.6|Soga1	271	296	250	310
ENSMUSG00000055491.14|Pprc1	2734	2771	2767	3235
ENSMUSG00000055523.7|Gucy2g	35	37	35	44
ENSMUSG00000055531.12|Cpsf6	2334	2786	2541	2627
ENSMUSG00000055538.7|Zcchc24	304	325	404	389
ENSMUSG00000055553.16|Kxd1	460	459	609	646
ENSMUSG00000055612.15|Cdca7	1293	1393	1053	1212
ENSMUSG00000055629.5|B4galnt4	313	350	310	364
ENSMUSG00000055633.6|Zfp580	23	38	29	29
ENSMUSG00000055652.14|Klhl25	224	238	191	189
ENSMUSG00000055660.9|Mettl4	932	1032	1059	1172
ENSMUSG00000055670.14|Zzef1	1445	1509	1558	1822
ENSMUSG00000055681.14|Cope	1618	1442	1915	2181
ENSMUSG00000055692.21|Tmem191c	35	40	42	37
ENSMUSG00000055707.13|Klhl26	293	360	284	328
ENSMUSG00000055717.13|Slain1	31	40	46	66
ENSMUSG00000055720.10|Ubl7	761	787	719	844
ENSMUSG00000055723.6|Rras2	2801	3356	2740	2943
ENSMUSG00000055725.11|Paqr3	185	226	210	268
ENSMUSG00000055737.12|Ghr	1023	1168	617	707
ENSMUSG00000055745.4|Rtl6	64	79	84	77
ENSMUSG00000055760.12|Gemin6	523	567	578	624
ENSMUSG00000055762.16|Eef1d	5556	5668	4776	5472
ENSMUSG00000055805.15|Fmnl1	980	1051	1293	1400
ENSMUSG00000055817.18|Mta3	1370	1529	1418	1596
ENSMUSG00000055835.10|Zfp1	303	301	416	400
ENSMUSG00000055839.6|Elob	4096	3910	3974	4393
ENSMUSG00000055850.12|Rnf181	3033	3367	2479	2783
ENSMUSG00000055862.7|Izumo4	78	126	86	79
ENSMUSG00000055866.9|Per2	807	978	1335	1452
ENSMUSG00000055884.8|Fancm	486	644	424	459
ENSMUSG00000055897.13|Ppp4r1l-ps	428	528	491	527
ENSMUSG00000055900.14|Tmem69	394	501	411	520
ENSMUSG00000055912.8|Tmem150a	1139	1227	1109	1396
ENSMUSG00000055917.15|Zfp277	822	944	929	1093
ENSMUSG00000055923.16|Aasdh	336	392	378	422
ENSMUSG00000055926.2|Gm14137	881	928	964	1025
ENSMUSG00000055932.15|Fto	1303	1325	1252	1500
ENSMUSG00000055943.5|Emc7	1166	1420	1306	1514
ENSMUSG00000055976.6|Cldn23	24	33	34	42
ENSMUSG00000055978.5|Fut2	142	167	461	534
ENSMUSG00000055980.2|Irs1	1254	1302	1034	1168
